id,postId,views,reach,likes,reposts,comments,clicksToLink,system
4232,4231,1230,474,3,1,0,4,ok
4231,4230,1170,459,1,0,0,2,ok
4230,4229,1232,434,3,1,0,2,ok
4229,4228,1192,434,2,1,0,5,ok
4228,4227,1236,466,2,0,0,0,ok
4227,4226,1145,407,1,0,0,9,ok
4226,4225,1193,431,2,0,0,0,ok
4225,4224,1266,454,2,0,0,1,ok
4224,4223,1221,438,2,0,0,9,ok
4223,4222,1295,451,3,1,0,2,ok
4222,4221,1270,486,1,0,0,4,ok
4221,4220,1493,540,6,0,0,0,ok
4220,4219,1233,448,2,0,0,3,ok
4219,4218,1244,440,2,0,0,4,ok
4218,4217,1223,446,1,0,0,3,ok
4217,4216,1295,438,3,0,0,2,ok
4216,4215,1370,473,2,0,0,1,ok
4215,4214,1428,507,2,0,0,2,ok
4214,4213,1404,513,3,1,0,2,ok
4213,4212,1220,429,2,0,0,10,ok
4212,4211,1230,445,2,0,0,4,ok
4211,4210,1265,442,2,0,0,2,ok
4210,4209,1339,507,2,0,1,3,ok
4209,4208,1310,449,2,0,0,1,ok
4208,4207,1546,589,6,0,1,1,ok
4207,4206,1316,489,1,0,0,2,ok
4206,4205,1363,505,2,0,0,2,ok
4205,4204,1224,440,1,0,0,3,ok
4204,4203,1231,443,1,0,0,6,ok
4203,4202,1357,503,2,0,0,0,ok
4202,4201,1360,494,1,0,0,4,ok
4201,4200,1333,465,1,0,0,2,ok
4200,4199,1451,503,1,0,0,0,ok
4199,4198,1579,575,4,0,0,11,ok
4198,4197,1297,512,3,0,0,0,ok
4197,4196,1432,552,2,0,0,4,ok
4196,4195,1410,549,4,0,0,4,ok
4195,4194,1429,542,1,0,0,4,ok
4194,4193,1476,578,2,0,0,4,ok
4193,4192,1556,614,2,0,0,9,ok
4192,4191,1541,605,1,0,0,3,ok
4191,4190,1775,725,6,0,0,0,ok
4190,4189,1488,594,1,0,0,8,ok
4189,4188,1541,616,3,0,0,4,ok
4188,4187,1725,707,5,0,1,10,ok
4187,4186,1429,580,1,0,0,2,ok
4186,4185,1481,580,4,0,0,4,ok
4185,4184,1716,709,8,0,1,0,ok
4184,4183,1363,535,0,0,0,4,ok
4183,4182,1362,505,0,0,0,2,ok
4182,4181,1442,525,1,0,0,3,ok
4181,4180,1468,549,1,0,0,5,ok
4180,4179,1719,653,2,1,0,6,ok
4179,4178,1553,576,0,0,0,1,ok
4178,4177,1638,649,4,0,0,0,ok
4177,4176,1522,549,0,0,1,3,ok
4176,4175,1624,589,3,0,0,2,ok
4175,4174,1526,566,1,0,0,3,ok
4174,4173,1545,542,0,0,0,2,ok
4173,4172,1669,614,0,0,1,1,ok
4172,4171,1648,590,0,0,0,2,ok
4171,4170,1780,640,0,0,0,5,ok
