id,postId,views,reach,likes,reposts,comments,clicksToLink,system
984,1028,12106,11059,15,1,15,549,vk
983,1027,73931,67822,289,2,38,1559,vk
982,1026,12262,12094,35,0,17,58,vk
981,1025,8636,8296,8,0,0,166,vk
980,1024,12139,12239,19,0,13,403,vk
979,1023,17089,16797,81,1,24,606,vk
978,1022,20939,19930,250,37,20,2,vk
977,1021,27668,25274,89,1,33,1576,vk
976,1020,33805,33685,126,7,6,0,vk
975,1019,19521,18787,45,3,12,0,vk
974,1018,10185,9879,22,0,3,114,vk
973,1017,10730,10032,32,1,2,164,vk
972,1016,17326,16025,89,1,13,585,vk
971,1015,12813,12254,23,1,15,351,vk
970,1014,11730,11157,33,0,6,0,vk
969,1013,9863,8703,35,1,0,429,vk
968,1012,16500,15238,58,0,16,999,vk
967,1011,12378,10489,40,0,10,170,vk
966,1010,12105,11074,13,0,17,268,vk
965,1009,8787,7656,8,0,3,94,vk
964,1008,10418,9975,19,0,8,144,vk
963,1007,8830,7920,11,0,0,301,vk
962,1006,21781,19508,34,1,33,4,vk
961,1005,13546,12822,51,1,19,238,vk
960,1004,14095,13489,36,2,42,265,vk
959,1003,20161,18951,132,3,64,772,vk
958,1002,13453,12171,13,0,61,549,vk
957,1001,9937,9703,4,0,7,49,vk
956,1000,9449,8591,15,0,6,192,vk
955,999,8958,8528,9,0,1,79,vk
954,998,11142,9588,48,1,0,116,vk
953,997,15360,13868,69,1,15,423,vk
952,996,16243,14873,40,0,72,463,vk
951,995,9564,8781,13,1,1,181,vk
950,994,13121,11649,19,1,19,228,vk
949,993,10925,10612,25,0,13,186,vk
948,992,22883,20749,168,4,30,576,vk
947,991,14400,13959,35,2,34,517,vk
946,990,26054,22470,191,9,23,7,vk
945,989,10311,9318,33,0,1,105,vk
944,988,14621,13831,54,0,10,321,vk
943,987,9592,8477,9,0,4,241,vk
942,986,16514,15624,78,1,9,304,vk
941,985,13674,12021,50,1,12,223,vk
940,984,10285,8859,11,0,12,270,vk
939,983,9956,8328,17,0,2,122,vk
938,982,11316,10292,36,0,7,2,vk
937,981,15481,14764,82,3,2,7,vk
936,980,32573,30242,594,69,36,3,vk
935,979,17894,17274,32,1,23,109,vk
934,978,18934,18716,6,0,37,2,vk
933,977,22114,20908,95,2,26,735,vk
932,976,55913,51065,425,40,16,3,vk
931,975,47870,45090,340,9,27,1160,vk
930,974,19354,18230,50,2,11,772,vk
929,973,14198,13745,33,0,4,139,vk
928,972,36886,34763,114,1,46,1046,vk
927,971,44746,42526,138,9,6,4,vk
926,970,9076,8635,21,0,1,17,vk
925,969,35484,33105,165,6,26,1249,vk
924,968,13219,12753,12,0,42,596,vk
923,967,24050,19175,49,2,16,2796,vk
922,966,38901,35801,106,3,47,672,vk
921,965,10900,9881,15,0,20,46,vk
920,964,10305,10321,17,0,3,89,vk
919,963,14959,13686,184,0,14,0,vk
918,962,10331,9669,27,0,5,106,vk
917,961,12228,12452,29,1,22,203,vk
916,960,8852,8599,17,0,4,67,vk
915,959,11051,9843,8,0,13,282,vk
914,958,15304,14511,69,2,16,254,vk
913,957,11841,11831,14,0,5,475,vk
912,956,11548,11461,37,0,6,85,vk
911,955,81856,70350,351,26,56,12,vk
910,954,12790,12567,33,1,15,355,vk
909,953,16322,15532,97,2,34,628,vk
908,952,10734,9571,28,1,12,112,vk
907,951,8995,8199,10,0,3,149,vk
906,950,9061,8884,9,0,3,117,vk
905,949,11338,11364,43,0,5,238,vk
904,948,10961,10128,30,0,3,125,vk
903,947,10699,9705,36,2,9,1,vk
902,946,12024,11992,29,0,20,423,vk
901,945,10929,10629,39,0,6,166,vk
900,944,11789,11392,17,3,15,558,vk
899,943,9664,9354,15,0,8,140,vk
898,942,13777,14402,14,0,31,76,vk
897,941,10924,10101,15,1,23,233,vk
896,940,14086,13362,37,1,70,585,vk
895,939,11521,10663,34,0,7,308,vk
894,938,15400,14452,42,4,38,694,vk
893,937,14290,13870,22,1,13,2,vk
892,936,10326,10174,7,0,29,246,vk
891,935,16479,16201,70,1,23,248,vk
890,934,12058,10846,29,0,7,160,vk
889,933,29850,26643,120,2,22,2,vk
888,932,10710,10187,14,0,11,311,vk
887,931,9433,9095,6,0,1,200,vk
886,930,27102,23832,80,2,36,1166,vk
885,929,15194,14979,52,0,22,76,vk
884,928,10710,9869,16,1,2,160,vk
883,927,14813,13377,27,0,0,256,vk
882,926,47516,42767,79,0,105,1114,vk
881,925,17935,16487,47,0,24,1002,vk
880,924,13352,12099,25,2,0,1,vk
879,923,180365,174124,812,5,134,25,vk
878,922,93103,87273,370,37,18,5,vk
877,921,12627,11705,23,1,0,100,vk
876,920,11738,11081,19,0,4,423,vk
875,919,11810,11147,17,0,5,172,vk
874,918,16481,17045,53,1,12,248,vk
873,917,16967,16039,23,2,11,434,vk
872,916,14217,13524,24,1,42,221,vk
871,915,39928,37530,100,2,55,1,vk
870,914,13424,12425,16,1,16,268,vk
869,913,23871,22869,99,0,56,194,vk
868,912,12193,11702,22,0,5,186,vk
867,911,16317,15620,55,0,10,243,vk
866,910,19514,19190,43,0,43,219,vk
865,909,24998,22292,42,0,63,4,vk
864,908,14791,13944,19,0,6,509,vk
863,907,14840,14617,34,0,21,248,vk
862,906,16556,15860,79,1,24,120,vk
861,905,12634,10982,26,0,6,291,vk
860,904,26621,22879,42,0,27,53,vk
859,903,39112,33839,47,1,37,162,vk
858,902,13425,11325,26,0,5,89,vk
857,901,44486,38912,96,8,16,4,vk
856,900,13642,13221,24,0,11,162,vk
855,899,14265,14626,42,0,18,158,vk
854,898,21693,22267,35,1,41,429,vk
853,897,17339,15916,22,0,4,179,vk
852,896,12219,10871,13,1,4,332,vk
851,895,23337,23562,43,3,49,394,vk
850,894,39520,36083,239,7,52,596,vk
849,893,19193,18540,42,0,40,736,vk
848,892,24791,21966,55,0,18,103,vk
847,891,13372,12335,42,2,0,214,vk
846,890,38367,36436,153,1,34,495,vk
845,889,16996,17147,59,0,13,606,vk
844,888,10396,9967,12,0,0,71,vk
843,887,81854,75282,282,23,14,9,vk
842,886,12647,11433,18,1,0,51,vk
841,885,31535,29794,88,0,78,1620,vk
840,884,11060,10572,16,1,4,160,vk
839,883,56880,51487,319,7,112,670,vk
838,882,12869,12460,21,0,4,254,vk
837,881,19125,18208,52,3,72,540,vk
836,880,21200,20275,268,15,15,3,vk
835,879,14538,13743,65,1,23,475,vk
834,878,15862,15332,54,0,19,558,vk
833,877,9414,8649,14,0,1,130,vk
832,876,13379,12298,35,0,3,116,vk
831,875,11507,10757,20,1,4,106,vk
830,874,14210,13304,64,1,14,108,vk
829,873,41474,38137,233,4,45,509,vk
828,872,15169,13382,151,4,3,5,vk
827,871,18719,17408,52,3,41,328,vk
826,870,14897,13087,60,1,23,645,vk
825,869,19532,16576,64,0,43,902,vk
824,868,12487,11253,39,3,6,389,vk
823,867,15614,13464,118,0,7,156,vk
822,866,15512,14217,65,2,8,642,vk
821,865,14958,14644,148,6,6,1,vk
820,864,18188,19290,146,2,11,233,vk
819,863,18665,18934,36,1,36,403,vk
818,862,14855,14069,40,1,19,74,vk
817,861,9633,9061,25,0,2,270,vk
816,860,12367,11414,46,0,10,332,vk
815,859,9336,8259,31,0,2,102,vk
814,858,9020,8596,25,0,1,127,vk
813,857,16502,14612,57,4,9,1,vk
812,856,12779,12647,27,0,11,207,vk
811,855,12390,11896,55,0,3,102,vk
810,854,48481,43909,139,4,162,1500,vk
809,853,26620,23538,107,1,96,363,vk
808,852,16886,15767,48,1,3,463,vk
807,851,21972,19527,51,0,13,233,vk
806,850,15856,15069,47,0,14,251,vk
805,849,84114,75105,87,1,125,517,vk
804,848,31556,29191,90,4,5,2,vk
803,847,15306,15476,146,9,7,1,vk
802,846,16248,16892,94,2,15,558,vk
801,845,14982,14296,99,2,6,170,vk
800,844,15577,15141,52,1,19,164,vk
799,843,12070,12120,24,1,11,158,vk
798,842,18605,19083,76,1,16,5,vk
797,841,9428,9270,14,0,4,106,vk
796,840,65703,60225,131,6,41,1639,vk
795,839,9074,8569,20,1,1,132,vk
794,838,10626,9909,29,0,1,355,vk
793,837,10158,9747,16,0,0,119,vk
792,836,8667,8370,9,0,0,83,vk
791,835,10503,10016,8,0,25,153,vk
790,834,19189,19400,78,2,32,883,vk
789,833,20685,19465,70,0,17,216,vk
788,832,40516,37380,181,4,3,2,vk
787,831,16885,15303,60,1,32,184,vk
786,830,23101,21711,95,2,64,729,vk
785,829,16646,16299,34,0,38,567,vk
784,828,12388,11848,50,0,13,259,vk
783,827,10588,10762,19,0,3,175,vk
782,826,12172,10610,33,1,7,371,vk
781,825,11894,11417,32,0,3,135,vk
780,824,17107,15709,14,0,9,53,vk
779,823,11026,10591,16,0,6,173,vk
778,822,16584,14934,34,1,7,517,vk
777,821,15363,14971,35,0,13,576,vk
776,820,13817,12986,33,3,23,558,vk
775,819,18176,18652,46,0,52,359,vk
774,818,11854,10042,36,1,7,288,vk
773,817,57972,54474,248,5,43,1,vk
772,816,15153,14163,41,5,12,186,vk
771,815,22567,20452,35,1,39,156,vk
770,814,12717,12632,35,0,7,259,vk
769,813,14766,14630,45,0,50,233,vk
768,812,13644,13167,38,1,17,339,vk
767,811,10099,9375,19,1,0,314,vk
766,810,10722,10020,31,0,2,102,vk
765,809,13540,12966,64,5,13,99,vk
764,808,12775,12253,44,0,18,389,vk
763,807,11437,9851,41,4,5,291,vk
762,806,11959,10212,14,0,2,78,vk
761,805,13419,11698,20,1,2,0,vk
760,804,12623,11364,21,0,3,0,vk
759,803,14808,13600,48,1,22,228,vk
758,802,14866,13607,30,0,29,301,vk
757,801,15297,14198,60,2,8,192,vk
756,800,14874,14328,55,1,26,641,vk
755,799,12772,11236,41,0,4,216,vk
754,798,30123,28113,146,7,38,439,vk
753,797,16995,16202,55,1,16,279,vk
752,796,45625,42103,46,2,31,2410,vk
751,795,16332,14809,9,0,33,998,vk
750,794,18148,17224,5,0,140,10,vk
749,793,11476,10775,9,0,3,74,vk
748,792,12118,10632,20,0,2,268,vk
747,791,72813,69353,202,15,22,1,vk
746,790,31498,28222,116,4,73,1432,vk
745,789,12891,12145,25,1,3,133,vk
744,788,26147,22949,123,1,19,509,vk
743,787,11071,10314,11,0,1,336,vk
742,786,14289,13348,26,1,6,285,vk
741,785,32977,33194,57,3,9,1,vk
740,784,14617,14458,31,0,19,175,vk
739,783,54019,47964,290,8,29,336,vk
738,782,13329,12736,30,1,11,308,vk
737,781,23211,22464,94,3,36,451,vk
736,780,17647,16652,37,2,43,153,vk
735,779,10462,9373,19,1,2,109,vk
734,778,11412,10257,16,0,7,166,vk
733,777,20203,19103,58,0,8,3,vk
732,776,11985,12639,47,0,7,223,vk
731,775,10970,10989,9,1,6,328,vk
730,774,10319,9490,20,0,1,135,vk
729,773,8943,8420,8,1,1,57,vk
728,772,12710,11853,31,0,21,243,vk
727,771,9527,8695,16,0,1,256,vk
726,770,12499,11929,18,0,20,276,vk
725,769,17015,15012,61,2,4,1,vk
724,768,27264,27100,218,10,32,228,vk
723,767,9667,8981,22,0,2,59,vk
722,766,8948,8226,13,1,3,339,vk
721,765,19633,21049,45,4,76,336,vk
720,764,14656,13053,61,3,7,363,vk
719,763,9169,7858,12,0,2,205,vk
718,762,12737,11878,51,0,6,4,vk
717,761,23625,23345,54,1,36,1137,vk
716,760,12090,11481,26,0,31,188,vk
715,759,11264,10406,18,0,3,524,vk
714,758,13606,12932,25,0,17,332,vk
713,757,11724,11053,24,0,4,524,vk
712,756,8732,7990,13,0,0,61,vk
711,755,16178,13645,72,1,3,125,vk
710,754,14592,12965,30,0,15,318,vk
709,753,15043,12670,54,2,22,1,vk
708,752,64147,53090,122,5,28,1935,vk
707,751,143194,140332,272,6,94,558,vk
706,750,13020,11968,24,2,8,251,vk
705,749,20884,19916,82,0,28,736,vk
704,748,10926,10753,27,0,1,144,vk
703,747,19311,18764,45,0,15,4,vk
702,746,13632,13100,11,0,50,6,vk
701,745,14504,13674,46,1,4,219,vk
700,744,37739,37213,140,0,173,945,vk
699,743,13447,11925,31,0,10,75,vk
698,742,11808,10946,19,0,16,56,vk
697,741,18777,17857,114,1,14,332,vk
696,740,14807,13688,34,6,11,200,vk
695,739,16954,16847,82,1,24,3,vk
694,738,13221,11815,35,0,16,103,vk
693,737,12510,12066,13,0,4,160,vk
692,736,10739,10224,19,0,2,241,vk
691,735,12925,12671,14,0,15,832,vk
690,734,9836,8578,7,1,6,359,vk
689,733,12975,12155,40,1,1,164,vk
688,732,31237,29950,264,9,56,694,vk
687,731,26855,25774,74,2,23,3,vk
686,730,15630,15142,88,2,15,398,vk
685,729,27740,26383,17,1,255,321,vk
684,728,19367,17992,55,1,41,413,vk
683,727,15463,15174,32,0,25,132,vk
682,726,23775,23995,211,5,7,318,vk
681,725,27170,25621,184,3,48,976,vk
680,724,13952,13452,65,0,12,367,vk
679,723,16462,15563,37,1,48,173,vk
678,722,13391,12439,29,2,21,359,vk
677,721,11304,11047,18,0,4,142,vk
676,720,12285,10725,59,0,9,177,vk
675,719,11980,11320,22,0,0,122,vk
674,718,14539,13603,18,0,29,181,vk
673,717,20362,19078,140,2,13,524,vk
672,716,84604,71342,527,24,27,2,vk
671,715,11385,10920,35,0,10,139,vk
670,714,11308,10007,34,0,2,184,vk
669,713,11559,11566,32,0,19,380,vk
668,712,24426,22301,52,2,49,495,vk
667,711,11493,10866,15,0,8,380,vk
666,710,14762,13717,51,1,9,238,vk
665,381,13295,11959,64,2,0,103,vk
664,380,112615,106466,543,18,85,3,vk
663,379,16386,15263,70,1,30,128,vk
662,378,12040,11979,33,1,7,298,vk
661,377,13254,12849,21,1,11,251,vk
660,376,45029,42894,220,7,7,1,vk
659,375,14999,15267,37,0,30,463,vk
658,374,16701,16351,58,1,19,398,vk
657,373,10619,9976,27,0,0,146,vk
656,372,27265,26379,195,4,17,695,vk
655,371,18621,18578,33,2,41,308,vk
654,370,24954,21340,73,6,7,2,vk
653,369,13388,12518,35,3,20,743,vk
652,368,12381,11335,17,0,25,85,vk
651,367,11117,10368,26,0,11,207,vk
650,366,11500,11881,41,0,0,826,vk
649,365,9993,10394,21,0,7,162,vk
648,364,15375,15524,47,0,18,359,vk
647,363,23290,21160,65,7,20,4,vk
646,362,12971,12296,61,1,3,125,vk
645,361,11054,9953,31,0,5,463,vk
644,360,9803,9380,29,1,4,155,vk
643,359,9209,7992,9,0,3,221,vk
642,358,13039,12758,14,0,25,188,vk
641,357,11655,11385,10,1,12,190,vk
640,356,16185,14279,121,0,7,429,vk
639,355,23605,22277,158,5,58,3,vk
638,354,15334,14182,15,0,29,1002,vk
637,353,10630,10096,11,0,3,238,vk
636,352,14156,12803,24,0,20,268,vk
635,351,13320,13010,25,0,25,558,vk
634,350,10025,8425,13,0,13,137,vk
633,349,34886,33641,224,0,44,321,vk
632,348,23643,22571,114,2,19,509,vk
631,347,16435,15661,44,1,30,351,vk
630,346,15067,14851,64,4,34,423,vk
629,345,12986,12321,37,0,18,434,vk
628,344,11519,10784,24,0,15,285,vk
627,343,11935,11176,59,0,3,74,vk
626,342,12857,11614,35,0,18,376,vk
625,341,10902,9550,19,1,11,311,vk
624,340,9775,8900,5,0,3,90,vk
623,339,41215,34865,250,11,45,1315,vk
622,338,17179,16027,57,1,14,3,vk
621,337,11712,12162,25,0,0,172,vk
620,336,15090,15039,50,0,20,385,vk
619,335,12823,12556,24,2,12,647,vk
618,334,11887,10749,30,1,7,188,vk
617,333,11709,10639,18,0,2,336,vk
616,332,15733,14125,49,1,13,524,vk
615,331,20871,19373,95,2,18,332,vk
614,330,20663,18997,162,7,23,5,vk
613,329,30639,29719,134,2,24,558,vk
612,328,20535,18935,45,0,18,488,vk
611,327,20179,19189,38,0,33,666,vk
610,326,15509,15030,47,0,4,96,vk
609,325,12407,12166,23,1,3,158,vk
608,324,29098,27927,196,4,6,1,vk
607,323,14483,13648,22,0,18,495,vk
606,322,13201,13023,34,0,13,268,vk
605,321,20796,21039,69,0,20,439,vk
604,320,12536,11729,15,0,2,343,vk
603,319,16825,16539,25,1,28,132,vk
602,318,14711,14088,35,0,16,105,vk
601,317,47143,47457,143,9,3,0,vk
600,316,42745,37655,47,0,18,585,vk
599,315,15338,14730,52,0,28,130,vk
598,314,15196,14829,31,0,10,158,vk
597,313,10582,10253,18,0,5,205,vk
596,312,15759,14607,15,0,35,71,vk
595,311,18706,18589,67,0,10,576,vk
594,310,15853,14710,34,0,11,209,vk
593,309,19284,17315,79,1,12,188,vk
592,308,18807,16574,50,1,13,243,vk
591,307,18277,16176,47,0,13,151,vk
590,306,105732,98116,277,4,116,203,vk
589,305,29111,28849,122,0,18,457,vk
588,304,19874,18442,36,1,26,301,vk
587,303,33863,34016,86,2,48,238,vk
586,302,19411,18333,50,1,40,256,vk
585,301,18284,18267,50,1,11,192,vk
584,300,33387,33102,171,0,57,606,vk
583,299,12668,11982,33,0,6,256,vk
582,298,17444,17104,89,3,8,119,vk
581,297,10513,9844,24,0,0,25,vk
580,296,45403,44634,216,10,25,4,vk
579,295,20786,20219,57,0,16,325,vk
578,294,12140,11068,20,0,9,184,vk
577,293,17403,16122,53,0,13,160,vk
576,292,49926,46772,71,6,205,879,vk
575,291,9537,7640,28,1,0,394,vk
574,290,12207,10452,28,2,2,451,vk
573,289,48180,51529,151,3,4,1,vk
572,288,13559,13236,30,0,4,142,vk
571,287,13811,12612,28,0,30,648,vk
570,286,9416,8735,27,0,4,238,vk
569,285,18207,18438,109,2,14,106,vk
568,284,16253,15961,85,0,16,413,vk
567,283,10291,9065,16,2,2,339,vk
566,282,40264,39385,75,4,54,288,vk
565,281,10494,9153,20,0,5,3,vk
564,280,14762,12755,63,1,12,241,vk
563,279,16990,16216,46,0,62,445,vk
562,278,14500,12646,44,2,12,758,vk
561,277,16170,15422,38,0,12,838,vk
560,276,13573,12024,37,0,8,668,vk
559,275,13045,12031,47,1,6,188,vk
558,274,53010,52378,131,0,17,351,vk
557,273,13671,13730,34,1,0,288,vk
556,272,24724,24525,81,0,16,715,vk
555,271,15743,15719,36,0,11,119,vk
554,270,10803,10283,17,0,4,111,vk
553,269,15868,15796,39,0,13,200,vk
552,268,13256,13234,17,0,1,68,vk
551,267,13050,13270,15,0,7,127,vk
550,266,13528,12714,46,3,2,142,vk
549,265,13828,12858,28,0,8,45,vk
548,264,14881,13727,22,0,6,398,vk
547,263,15334,14923,37,0,4,200,vk
546,262,57526,53528,143,2,8,596,vk
545,261,15666,14851,34,0,19,276,vk
544,260,12823,12893,36,2,4,147,vk
543,259,29891,30526,251,12,20,567,vk
542,258,58434,52853,159,3,34,168,vk
541,257,33443,31022,108,1,1,144,vk
540,256,13906,12252,14,0,4,259,vk
539,255,18992,17309,43,1,4,304,vk
538,254,67013,58916,169,9,33,558,vk
537,253,15925,15044,51,3,17,125,vk
536,252,9384,8769,8,0,0,219,vk
535,251,20255,20193,123,2,23,413,vk
534,250,13115,11860,34,2,7,56,vk
533,249,10489,9706,19,0,5,58,vk
532,248,13725,12909,24,0,8,164,vk
531,247,16592,14776,23,0,23,343,vk
530,246,13407,12946,13,0,15,120,vk
529,245,14507,13172,23,0,14,332,vk
528,244,9295,9405,11,1,3,241,vk
527,243,11287,10836,16,0,10,325,vk
526,242,10075,9798,22,0,2,85,vk
525,241,10986,11134,29,1,0,209,vk
524,240,88242,85155,199,3,40,314,vk
523,239,840247,868543,717,19,37,1326,vk
522,238,16423,15306,32,3,34,418,vk
521,237,15159,15564,34,1,29,540,vk
520,236,11184,10077,23,0,1,576,vk
519,235,28176,27234,85,0,28,684,vk
518,234,26091,24874,51,2,42,328,vk
517,233,11483,11180,15,0,0,301,vk
516,232,15733,14066,25,0,7,251,vk
515,231,15227,14599,16,0,11,325,vk
514,230,47374,49566,20,0,35,359,vk
513,229,16715,16573,40,1,5,238,vk
512,228,14359,13182,21,1,12,756,vk
511,227,17386,16482,41,1,19,144,vk
510,226,14073,12170,18,2,5,908,vk
509,225,23372,23753,96,2,27,241,vk
508,224,18573,17800,38,3,15,270,vk
507,223,18290,17021,20,1,13,576,vk
506,222,12656,10959,18,0,0,285,vk
505,221,38353,37651,56,0,11,482,vk
504,220,17750,15649,46,0,35,3,vk
503,219,14111,13529,20,1,18,1,vk
502,218,13854,12873,30,1,9,2,vk
501,217,13405,11466,14,1,23,186,vk
500,216,53318,52050,281,24,4,179,vk
499,215,37961,38687,132,0,36,721,vk
498,214,9871,8977,40,1,4,38,vk
497,213,14425,13980,52,0,10,1,vk
496,212,23770,21633,66,2,20,576,vk
495,211,15942,15143,38,2,9,10,vk
494,210,10987,9598,19,1,0,4,vk
493,209,9973,9251,26,1,10,15,vk
492,208,15622,14333,33,1,24,85,vk
491,207,12959,12329,31,0,15,3,vk
490,206,14201,12641,48,2,2,142,vk
489,205,16087,15580,37,2,35,2,vk
488,204,11252,9821,20,0,26,12,vk
487,203,31416,27657,69,1,58,4,vk
486,202,15503,14831,39,3,20,2,vk
485,201,40915,38883,84,3,63,540,vk
484,200,11570,11162,18,3,18,2,vk
483,199,20644,19277,129,1,27,1,vk
482,198,30813,29146,83,3,26,190,vk
481,197,29932,31410,277,5,14,4,vk
480,196,10452,9575,33,3,1,2,vk
479,195,27516,25260,76,4,27,367,vk
478,194,15005,13595,39,3,7,2,vk
477,193,8465,7995,18,3,5,11,vk
476,192,11981,12412,43,0,6,140,vk
475,191,12248,10529,13,0,27,2,vk
474,190,16947,15436,47,2,29,288,vk
473,189,328449,320247,1072,52,75,12,vk
472,188,13680,13287,65,1,4,3,vk
471,187,22272,21585,77,2,9,830,vk
470,186,9201,8571,17,0,3,9,vk
469,185,22641,21663,107,5,43,7,vk
468,184,28258,28866,114,2,23,236,vk
467,183,15694,14509,33,1,25,4,vk
466,182,21403,19497,192,16,22,2,vk
465,181,23767,21075,104,1,17,233,vk
464,180,23331,20830,174,3,12,18,vk
463,179,8555,7540,13,1,0,114,vk
462,178,8336,7628,14,2,6,4,vk
461,177,9438,8738,19,4,8,57,vk
460,176,8623,8225,15,0,0,140,vk
459,175,9386,9012,19,0,5,238,vk
458,174,6969,6153,25,1,5,22,vk
457,173,14080,12911,18,0,43,9,vk
7165,7339,596,449,1,NULL,NULL,18,fb
7164,7338,303,233,NULL,NULL,NULL,1,fb
7163,7337,440,347,2,NULL,NULL,13,fb
7162,7336,354,269,3,NULL,NULL,10,fb
7161,7335,454,353,NULL,NULL,NULL,11,fb
7160,7334,377,298,3,NULL,NULL,11,fb
7159,7333,444,348,2,NULL,NULL,14,fb
7158,7332,504,371,8,NULL,NULL,8,fb
7157,7331,388,279,NULL,NULL,NULL,5,fb
7156,7330,365,284,NULL,NULL,NULL,6,fb
7155,7329,1252,834,14,2,5,12,fb
7154,7328,616,486,4,NULL,NULL,22,fb
7153,7327,786,572,6,NULL,1,23,fb
7152,7326,955,685,19,NULL,1,16,fb
7151,7325,798,581,11,1,4,17,fb
7150,7324,573,431,6,NULL,NULL,11,fb
7149,7323,1163,831,25,2,4,46,fb
7148,7322,662,495,11,NULL,2,20,fb
7147,7321,594,451,10,NULL,2,7,fb
7146,7320,368,277,4,1,NULL,3,fb
7145,7319,1012,733,12,3,NULL,NULL,fb
7144,7318,628,456,9,NULL,2,22,fb
7143,7317,416,312,3,NULL,NULL,4,fb
7142,7316,398,317,8,NULL,NULL,5,fb
7141,7315,1032,744,8,2,6,55,fb
7140,7314,535,412,1,NULL,NULL,22,fb
7139,7313,472,362,3,NULL,NULL,15,fb
7138,7312,632,492,13,1,NULL,NULL,fb
7137,7311,325,242,4,NULL,NULL,2,fb
7136,7310,430,328,1,NULL,NULL,14,fb
7135,7309,402,306,NULL,NULL,NULL,11,fb
7134,7308,531,395,11,NULL,1,6,fb
7133,7307,442,341,8,NULL,NULL,13,fb
7132,7306,525,391,NULL,NULL,NULL,26,fb
7131,7305,805,609,9,2,2,7,fb
7130,7304,478,361,2,NULL,NULL,NULL,fb
7129,7303,439,338,7,NULL,NULL,9,fb
7128,7302,658,494,10,1,NULL,26,fb
7127,7301,553,415,NULL,NULL,NULL,31,fb
7126,7300,718,525,4,NULL,NULL,46,fb
7125,7299,585,446,4,NULL,NULL,33,fb
7124,7298,500,380,7,1,NULL,18,fb
7123,7297,737,544,11,2,NULL,8,fb
7122,7296,371,283,NULL,NULL,NULL,8,fb
7121,7295,889,627,10,NULL,1,54,fb
7120,7294,505,366,2,NULL,NULL,13,fb
7119,7293,269,209,NULL,NULL,NULL,2,fb
7118,7292,477,369,6,NULL,NULL,12,fb
7117,7291,321,242,1,NULL,NULL,3,fb
7116,7290,350,269,NULL,NULL,NULL,1,fb
7115,7289,390,303,4,NULL,1,4,fb
7114,7288,318,251,1,NULL,NULL,NULL,fb
7113,7287,694,527,6,NULL,NULL,40,fb
7112,7286,489,371,1,NULL,NULL,15,fb
7111,7285,692,537,11,NULL,NULL,32,fb
7110,7284,576,438,5,NULL,NULL,23,fb
7109,7283,343,261,1,NULL,NULL,4,fb
7108,7282,714,539,14,1,NULL,23,fb
7107,7281,535,407,14,1,NULL,2,fb
7106,7280,365,281,4,NULL,1,3,fb
7105,7279,371,285,1,NULL,NULL,13,fb
7104,7278,530,417,5,NULL,NULL,31,fb
7103,7277,532,390,7,NULL,2,12,fb
7102,7276,298,237,1,NULL,NULL,2,fb
7101,7275,393,298,NULL,NULL,NULL,13,fb
7100,7274,259,197,NULL,NULL,NULL,4,fb
7099,7273,341,251,5,NULL,NULL,3,fb
7098,7272,323,241,2,NULL,NULL,4,fb
7097,7271,334,255,1,NULL,NULL,7,fb
7096,7270,536,411,2,1,2,19,fb
7095,7269,458,347,4,NULL,NULL,22,fb
7094,7268,309,245,2,NULL,NULL,5,fb
7093,7267,889,632,7,NULL,NULL,58,fb
7092,7266,308,237,2,NULL,NULL,1,fb
7091,7265,292,218,2,NULL,NULL,5,fb
7090,7264,380,296,1,NULL,1,6,fb
7089,7263,557,415,3,1,NULL,38,fb
7088,7262,493,373,7,NULL,NULL,16,fb
7087,7261,508,411,4,NULL,NULL,31,fb
7086,7260,636,494,3,NULL,NULL,46,fb
7085,7259,896,662,5,NULL,5,42,fb
7084,7258,814,601,6,1,4,12,fb
7083,7257,533,418,2,NULL,NULL,40,fb
7082,7256,352,271,NULL,NULL,NULL,14,fb
7081,7255,377,291,2,NULL,NULL,10,fb
7080,7254,503,366,3,1,1,10,fb
7079,7253,408,326,6,1,NULL,9,fb
7078,7252,720,530,3,NULL,1,68,fb
7077,7251,692,478,7,3,NULL,15,fb
7076,7250,891,643,NULL,NULL,NULL,115,fb
7075,7249,554,423,6,NULL,1,15,fb
7074,7248,535,392,4,NULL,NULL,15,fb
7073,7247,421,327,1,NULL,NULL,14,fb
7072,7246,461,350,NULL,NULL,NULL,21,fb
7071,7245,557,408,2,NULL,NULL,27,fb
7070,7244,534,413,7,NULL,2,14,fb
7069,7243,711,509,3,NULL,NULL,17,fb
7068,7242,366,285,4,NULL,NULL,6,fb
7067,7241,666,512,5,NULL,NULL,35,fb
7066,7240,568,440,7,NULL,NULL,43,fb
7065,7239,919,696,25,1,NULL,48,fb
7064,7238,462,366,3,NULL,NULL,18,fb
7063,7237,558,439,12,1,NULL,10,fb
7062,7236,871,662,25,NULL,4,34,fb
7061,7235,373,294,2,NULL,NULL,7,fb
7060,7234,361,286,3,NULL,NULL,7,fb
7059,7233,583,448,4,1,NULL,25,fb
7058,7232,749,567,5,NULL,4,NULL,fb
7057,7231,749,567,5,NULL,4,NULL,fb
7056,7230,261,201,1,NULL,NULL,NULL,fb
7055,7229,706,517,15,3,NULL,NULL,fb
7054,7228,436,352,5,NULL,1,13,fb
7053,7227,462,348,2,NULL,NULL,16,fb
7052,7226,956,700,9,2,2,10,fb
7051,7225,466,349,10,NULL,1,NULL,fb
